id;sensor_id;time;m3
17273;1;2018-09-17 18:00:00;0.0000
17274;1;2018-09-17 19:00:00;0.0000
17275;2;2018-09-17 20:00:00;0.0000
17276;2;2018-09-17 21:00:00;0.0000
17277;2;2018-09-17 22:00:00;0.0000
17278;2;2018-09-17 23:00:00;0.0000
17279;2;2018-09-18 00:00:00;0.0000
17280;2;2018-09-18 01:00:00;0.0000
17281;2;2018-09-18 02:00:00;0.0000
17282;2;2018-09-18 03:00:00;0.0000
17283;2;2018-09-18 04:00:00;0.0000
17284;1;2018-09-17 20:00:00;0.0000
17285;1;2018-09-17 21:00:00;0.0000
17286;1;2018-09-17 22:00:00;0.0000
17287;1;2018-09-17 23:00:00;0.0000
17288;1;2018-09-18 00:00:00;0.0000
17289;1;2018-09-18 01:00:00;0.0000
17290;1;2018-09-18 02:00:00;0.0000
17291;1;2018-09-18 03:00:00;0.0000
17292;1;2018-09-18 04:00:00;0.0000
17293;2;2018-09-18 05:00:00;0.0000
17294;1;2018-09-18 05:00:00;0.0000
17295;2;2018-09-18 06:00:00;0.0000
17296;2;2018-09-18 07:00:00;0.0000
17297;1;2018-09-18 06:00:00;0.0000
17298;1;2018-09-18 07:00:00;0.0000
17299;2;2018-09-18 08:00:00;0.0000
17300;2;2018-09-18 09:00:00;0.0000
17301;2;2018-09-18 10:00:00;0.0000
17302;2;2018-09-18 11:00:00;0.0000
17303;2;2018-09-18 12:00:00;0.0000
17304;1;2018-09-18 08:00:00;0.0000
17305;1;2018-09-18 09:00:00;0.0000
17306;1;2018-09-18 10:00:00;0.0000
17307;1;2018-09-18 11:00:00;0.0000
17308;1;2018-09-18 12:00:00;0.0000
17309;2;2018-09-18 13:00:00;0.0000
17310;1;2018-09-18 13:00:00;0.0000
17311;2;2018-09-18 14:00:00;0.0000
17312;2;2018-09-18 15:00:00;0.0000
17313;2;2018-09-18 16:00:00;0.0000
17314;1;2018-09-18 14:00:00;0.0000
17315;1;2018-09-18 15:00:00;0.0000
17316;1;2018-09-18 16:00:00;0.0000
17317;2;2018-09-18 17:00:00;0.0000
17318;1;2018-09-18 17:00:00;0.0000
17319;2;2018-09-18 18:00:00;0.0000
17320;1;2018-09-18 18:00:00;0.0000
17321;2;2018-09-18 19:00:00;0.0000
17322;2;2018-09-18 20:00:00;0.0000
17323;2;2018-09-18 21:00:00;0.0000
17324;2;2018-09-18 22:00:00;0.0000
17325;2;2018-09-18 23:00:00;0.0000
17326;2;2018-09-19 00:00:00;0.0000
17327;1;2018-09-18 19:00:00;0.0000
17328;1;2018-09-18 20:00:00;0.0000
17329;1;2018-09-18 21:00:00;0.0000
17330;1;2018-09-18 22:00:00;0.0000
17331;1;2018-09-18 23:00:00;0.0000
17332;1;2018-09-19 00:00:00;0.0000
17333;2;2018-09-19 01:00:00;0.0000
17334;2;2018-09-19 02:00:00;0.0000
17335;2;2018-09-19 03:00:00;0.0000
17336;2;2018-09-19 04:00:00;0.0000
17337;1;2018-09-19 01:00:00;0.0000
17338;1;2018-09-19 02:00:00;0.0000
17339;1;2018-09-19 03:00:00;0.0000
17340;1;2018-09-19 04:00:00;0.0000
17341;2;2018-09-19 05:00:00;0.0000
17342;2;2018-09-19 06:00:00;0.0000
17343;2;2018-09-19 07:00:00;0.0000
17344;1;2018-09-19 05:00:00;0.0000
17345;1;2018-09-19 06:00:00;0.0000
17346;1;2018-09-19 07:00:00;0.0000
17347;2;2018-09-19 08:00:00;0.0000
17348;2;2018-09-19 09:00:00;0.0000
17349;2;2018-09-19 10:00:00;0.0000
17350;2;2018-09-19 11:00:00;0.0000
17351;1;2018-09-19 08:00:00;0.0000
17352;1;2018-09-19 09:00:00;0.0000
17353;1;2018-09-19 10:00:00;0.0000
17354;1;2018-09-19 11:00:00;0.0000
17355;2;2018-09-19 12:00:00;0.0000
17356;1;2018-09-19 12:00:00;0.0000
17357;2;2018-09-19 13:00:00;0.0000
17358;1;2018-09-19 13:00:00;0.0000
17359;2;2018-09-19 14:00:00;0.0000
17360;2;2018-09-19 15:00:00;0.0000
17361;2;2018-09-19 16:00:00;0.0000
17362;2;2018-09-19 17:00:00;0.0000
17363;2;2018-09-19 18:00:00;0.0000
17364;2;2018-09-19 19:00:00;0.0000
17365;2;2018-09-19 20:00:00;0.0000
17366;1;2018-09-19 14:00:00;0.0000
17367;1;2018-09-19 15:00:00;0.0000
17368;1;2018-09-19 16:00:00;0.0000
17369;1;2018-09-19 17:00:00;0.0000
17370;1;2018-09-19 18:00:00;0.0000
17371;1;2018-09-19 19:00:00;0.0000
17372;1;2018-09-19 20:00:00;0.0000
17373;2;2018-09-19 21:00:00;0.0000
17374;1;2018-09-19 21:00:00;0.0000
17375;2;2018-09-19 22:00:00;0.0000
17376;2;2018-09-19 23:00:00;0.0000
17377;2;2018-09-20 00:00:00;0.0000
17378;1;2018-09-19 22:00:00;0.0000
17379;1;2018-09-19 23:00:00;0.0000
17380;1;2018-09-20 00:00:00;0.0000
17381;2;2018-09-20 01:00:00;0.0000
17382;2;2018-09-20 02:00:00;0.0000
17383;2;2018-09-20 03:00:00;0.0000
17384;2;2018-09-20 04:00:00;0.0000
17385;1;2018-09-20 01:00:00;0.0000
17386;1;2018-09-20 02:00:00;0.0000
17387;1;2018-09-20 03:00:00;0.0000
17388;1;2018-09-20 04:00:00;0.0000
17389;2;2018-09-20 05:00:00;0.0000
17390;2;2018-09-20 06:00:00;0.0000
17391;2;2018-09-20 07:00:00;0.0000
17392;2;2018-09-20 08:00:00;0.0000
17393;1;2018-09-20 05:00:00;0.0000
17394;1;2018-09-20 06:00:00;0.0000
17395;1;2018-09-20 07:00:00;0.0000
17396;1;2018-09-20 08:00:00;0.0000
17397;2;2018-09-20 09:00:00;0.0000
17398;2;2018-09-20 10:00:00;0.0000
17399;2;2018-09-20 11:00:00;0.0000
17400;2;2018-09-20 12:00:00;0.0000
17401;2;2018-09-20 13:00:00;0.0000
17402;1;2018-09-20 09:00:00;0.0000
17403;1;2018-09-20 10:00:00;0.0000
17404;1;2018-09-20 11:00:00;0.0000
17405;1;2018-09-20 12:00:00;0.0000
17406;1;2018-09-20 13:00:00;0.0000
17407;2;2018-09-20 14:00:00;0.0160
17408;1;2018-09-20 14:00:00;0.0000
17409;2;2018-09-20 15:00:00;0.0005
17410;2;2018-09-20 16:00:00;0.0000
17411;2;2018-09-20 17:00:00;0.0000
17412;2;2018-09-20 18:00:00;0.0050
17413;2;2018-09-20 19:00:00;0.0000
17414;2;2018-09-20 20:00:00;0.0035
17415;2;2018-09-20 21:00:00;0.0165
17416;2;2018-09-20 22:00:00;0.0015
17417;2;2018-09-20 23:00:00;0.0000
17418;2;2018-09-21 00:00:00;0.0010
17419;2;2018-09-21 01:00:00;0.0050
17420;2;2018-09-21 02:00:00;0.0000
17421;2;2018-09-21 03:00:00;0.0000
17422;2;2018-09-21 04:00:00;0.0000
17423;2;2018-09-21 05:00:00;0.0000
17424;2;2018-09-21 06:00:00;0.0270
17425;1;2018-09-20 15:00:00;0.0000
17426;1;2018-09-20 16:00:00;0.0000
17427;1;2018-09-20 17:00:00;0.0000
17428;1;2018-09-20 18:00:00;0.0000
17429;1;2018-09-20 19:00:00;0.0000
17430;1;2018-09-20 20:00:00;0.0000
17431;1;2018-09-20 21:00:00;0.0000
17432;1;2018-09-20 22:00:00;0.0000
17433;1;2018-09-20 23:00:00;0.0000
17434;1;2018-09-21 00:00:00;0.0000
17435;1;2018-09-21 01:00:00;0.0000
17436;1;2018-09-21 02:00:00;0.0000
17437;1;2018-09-21 03:00:00;0.0000
17438;1;2018-09-21 04:00:00;0.0000
17439;1;2018-09-21 05:00:00;0.0000
17440;1;2018-09-21 06:00:00;0.0000
17441;2;2018-09-21 07:00:00;0.0160
17442;2;2018-09-21 08:00:00;0.0000
17443;2;2018-09-21 09:00:00;0.0040
17444;2;2018-09-21 10:00:00;0.0000
17445;1;2018-09-21 07:00:00;0.0000
17446;1;2018-09-21 08:00:00;0.0000
17447;1;2018-09-21 09:00:00;0.0000
17448;1;2018-09-21 10:00:00;0.0000
17449;2;2018-09-21 11:00:00;0.0000
17450;1;2018-09-21 11:00:00;0.0000
17451;2;2018-09-21 12:00:00;0.0000
17452;2;2018-09-21 13:00:00;0.0045
17453;2;2018-09-21 14:00:00;0.0000
17454;1;2018-09-21 12:00:00;0.0000
17455;1;2018-09-21 13:00:00;0.0000
17456;1;2018-09-21 14:00:00;0.0000
17457;2;2018-09-21 15:00:00;0.0000
17458;2;2018-09-21 16:00:00;0.0000
17459;2;2018-09-21 17:00:00;0.0050
17460;2;2018-09-21 18:00:00;0.0070
17461;2;2018-09-21 19:00:00;0.0335
17462;2;2018-09-21 20:00:00;0.0000
17463;1;2018-09-21 15:00:00;0.0000
17464;1;2018-09-21 16:00:00;0.0000
17465;1;2018-09-21 17:00:00;0.0000
17466;1;2018-09-21 18:00:00;0.0000
17467;1;2018-09-21 19:00:00;0.0000
17468;1;2018-09-21 20:00:00;0.0000
17469;2;2018-09-21 21:00:00;0.0000
17470;2;2018-09-21 22:00:00;0.0105
17471;2;2018-09-21 23:00:00;0.0000
17472;2;2018-09-22 00:00:00;0.0000
17473;1;2018-09-21 21:00:00;0.0000
17474;1;2018-09-21 22:00:00;0.0000
17475;1;2018-09-21 23:00:00;0.0000
17476;1;2018-09-22 00:00:00;0.0000
17477;2;2018-09-22 01:00:00;0.0000
17478;1;2018-09-22 01:00:00;0.0000
17479;2;2018-09-22 02:00:00;0.0000
17480;2;2018-09-22 03:00:00;0.0000
17481;2;2018-09-22 04:00:00;0.0000
17482;1;2018-09-22 02:00:00;0.0000
17483;1;2018-09-22 03:00:00;0.0000
17484;1;2018-09-22 04:00:00;0.0000
17485;2;2018-09-22 05:00:00;0.0100
17486;1;2018-09-22 05:00:00;0.0000
17487;2;2018-09-22 06:00:00;0.0190
17488;2;2018-09-22 07:00:00;0.0030
17489;2;2018-09-22 08:00:00;0.0055
17490;2;2018-09-22 09:00:00;0.0210
17491;1;2018-09-22 06:00:00;0.0000
17492;1;2018-09-22 07:00:00;0.0000
17493;1;2018-09-22 08:00:00;0.0000
17494;1;2018-09-22 09:00:00;0.0000
17495;2;2018-09-22 10:00:00;0.0730
17496;2;2018-09-22 11:00:00;0.0230
17497;2;2018-09-22 12:00:00;0.0010
17498;2;2018-09-22 13:00:00;0.0125
17499;1;2018-09-22 10:00:00;0.0000
17500;1;2018-09-22 11:00:00;0.0000
17501;1;2018-09-22 12:00:00;0.0000
17502;1;2018-09-22 13:00:00;0.0000
17503;2;2018-09-22 14:00:00;0.0025
17504;1;2018-09-22 14:00:00;0.0000
17505;2;2018-09-22 15:00:00;0.0045
17506;1;2018-09-22 15:00:00;0.0000
17507;2;2018-09-22 16:00:00;0.0070
17508;2;2018-09-22 17:00:00;0.0070
17509;2;2018-09-22 18:00:00;0.0085
17510;2;2018-09-22 19:00:00;0.0285
17511;2;2018-09-22 20:00:00;0.0035
17512;2;2018-09-22 21:00:00;0.0055
17513;2;2018-09-22 22:00:00;0.0000
17514;2;2018-09-22 23:00:00;0.0000
17515;2;2018-09-23 00:00:00;0.0000
17516;2;2018-09-23 01:00:00;0.0000
17517;2;2018-09-23 02:00:00;0.0000
17518;2;2018-09-23 03:00:00;0.0030
17519;2;2018-09-23 04:00:00;0.0000
17520;2;2018-09-23 05:00:00;0.0000
17521;2;2018-09-23 06:00:00;0.0050
17522;1;2018-09-22 16:00:00;0.0000
17523;1;2018-09-22 17:00:00;0.0000
17524;1;2018-09-22 18:00:00;0.0000
17525;1;2018-09-22 19:00:00;0.0000
17526;1;2018-09-22 20:00:00;0.0000
17527;1;2018-09-22 21:00:00;0.0000
17528;1;2018-09-22 22:00:00;0.0000
17529;1;2018-09-22 23:00:00;0.0000
17530;1;2018-09-23 00:00:00;0.0000
17531;1;2018-09-23 01:00:00;0.0000
17532;1;2018-09-23 02:00:00;0.0000
17533;1;2018-09-23 03:00:00;0.0000
17534;1;2018-09-23 04:00:00;0.0000
17535;1;2018-09-23 05:00:00;0.0000
17536;1;2018-09-23 06:00:00;0.0000
17537;2;2018-09-23 07:00:00;0.0035
17538;2;2018-09-23 08:00:00;0.0115
17539;2;2018-09-23 09:00:00;0.0030
17540;2;2018-09-23 10:00:00;0.0135
17541;2;2018-09-23 11:00:00;0.0070
17542;2;2018-09-23 12:00:00;0.0020
17543;2;2018-09-23 13:00:00;0.0035
17544;2;2018-09-23 14:00:00;0.0045
17545;2;2018-09-23 15:00:00;0.0040
17546;1;2018-09-23 07:00:00;0.0000
17547;1;2018-09-23 08:00:00;0.0000
17548;1;2018-09-23 09:00:00;0.0000
17549;1;2018-09-23 10:00:00;0.0000
17550;1;2018-09-23 11:00:00;0.0000
17551;1;2018-09-23 12:00:00;0.0000
17552;1;2018-09-23 13:00:00;0.0000
17553;1;2018-09-23 14:00:00;0.0000
17554;1;2018-09-23 15:00:00;0.0000
17555;2;2018-09-23 16:00:00;0.1725
17556;2;2018-09-23 17:00:00;0.0480
17557;2;2018-09-23 18:00:00;0.0260
17558;2;2018-09-23 19:00:00;0.0000
17559;2;2018-09-23 20:00:00;0.0035
17560;2;2018-09-23 21:00:00;0.0140
17561;1;2018-09-23 16:00:00;0.0000
17562;1;2018-09-23 17:00:00;0.0000
17563;1;2018-09-23 18:00:00;0.0000
17564;1;2018-09-23 19:00:00;0.0000
17565;1;2018-09-23 20:00:00;0.0000
17566;1;2018-09-23 21:00:00;0.0000
17567;2;2018-09-23 22:00:00;0.0040
17568;2;2018-09-23 23:00:00;0.0000
17569;2;2018-09-24 00:00:00;0.0000
17570;1;2018-09-23 22:00:00;0.0000
17571;1;2018-09-23 23:00:00;0.0000
17572;1;2018-09-24 00:00:00;0.0000
17573;2;2018-09-24 01:00:00;0.0000
17574;2;2018-09-24 02:00:00;0.0000
17575;2;2018-09-24 03:00:00;0.0040
17576;2;2018-09-24 04:00:00;0.0000
17577;2;2018-09-24 05:00:00;0.0005
17578;2;2018-09-24 06:00:00;0.0010
17579;2;2018-09-24 07:00:00;0.0330
17580;2;2018-09-24 08:00:00;0.0055
17581;2;2018-09-24 09:00:00;0.0030
17582;2;2018-09-24 10:00:00;0.0000
17583;2;2018-09-24 11:00:00;0.0000
17584;2;2018-09-24 12:00:00;0.0000
17585;2;2018-09-24 13:00:00;0.0070
17586;2;2018-09-24 14:00:00;0.0000
17587;1;2018-09-24 01:00:00;0.0000
17588;1;2018-09-24 02:00:00;0.0000
17589;1;2018-09-24 03:00:00;0.0000
17590;1;2018-09-24 04:00:00;0.0000
17591;1;2018-09-24 05:00:00;0.0000
17592;1;2018-09-24 06:00:00;0.0000
17593;1;2018-09-24 07:00:00;0.0000
17594;1;2018-09-24 08:00:00;0.0000
17595;1;2018-09-24 09:00:00;0.0000
17596;1;2018-09-24 10:00:00;0.0000
17597;1;2018-09-24 11:00:00;0.0000
17598;1;2018-09-24 12:00:00;0.0000
17599;1;2018-09-24 13:00:00;0.0000
17600;1;2018-09-24 14:00:00;0.0000
17601;2;2018-09-24 15:00:00;0.0080
17602;2;2018-09-24 16:00:00;0.0035
17603;2;2018-09-24 17:00:00;0.0000
17604;2;2018-09-24 18:00:00;0.0005
17605;1;2018-09-24 15:00:00;0.0000
17606;1;2018-09-24 16:00:00;0.0000
17607;1;2018-09-24 17:00:00;0.0000
17608;1;2018-09-24 18:00:00;0.0000
17609;2;2018-09-24 19:00:00;0.0220
17610;1;2018-09-24 19:00:00;0.0000
17611;2;2018-09-24 20:00:00;0.0000
17612;1;2018-09-24 20:00:00;0.0000
17613;2;2018-09-24 21:00:00;0.0110
17614;2;2018-09-24 22:00:00;0.0060
17615;2;2018-09-24 23:00:00;0.0055
17616;2;2018-09-25 00:00:00;0.0000
17617;2;2018-09-25 01:00:00;0.0000
17618;1;2018-09-24 21:00:00;0.0000
17619;1;2018-09-24 22:00:00;0.0000
17620;1;2018-09-24 23:00:00;0.0000
17621;1;2018-09-25 00:00:00;0.0000
17622;1;2018-09-25 01:00:00;0.0000
17623;2;2018-09-25 02:00:00;0.0000
17624;2;2018-09-25 03:00:00;0.0035
17625;2;2018-09-25 04:00:00;0.0000
17626;2;2018-09-25 05:00:00;0.0105
17627;1;2018-09-25 02:00:00;0.0000
17628;1;2018-09-25 03:00:00;0.0000
17629;1;2018-09-25 04:00:00;0.0000
17630;1;2018-09-25 05:00:00;0.0000
17631;2;2018-09-25 06:00:00;0.0000
17632;2;2018-09-25 07:00:00;0.0125
17633;2;2018-09-25 08:00:00;0.0115
17634;2;2018-09-25 09:00:00;0.0000
17635;2;2018-09-25 10:00:00;0.0000
17636;1;2018-09-25 10:00:00;0.0000
17637;2;2018-09-25 11:00:00;0.0000
17638;2;2018-09-25 12:00:00;0.0000
17639;2;2018-09-25 13:00:00;0.0070
17640;2;2018-09-25 14:00:00;0.0000
17641;2;2018-09-25 15:00:00;0.0000
17642;1;2018-09-25 06:00:00;0.0000
17643;1;2018-09-25 07:00:00;0.0000
17644;1;2018-09-25 08:00:00;0.0000
17645;1;2018-09-25 09:00:00;0.0000
17646;1;2018-09-25 11:00:00;0.0000
17647;1;2018-09-25 12:00:00;0.0000
17648;1;2018-09-25 13:00:00;0.0000
17649;1;2018-09-25 14:00:00;0.0000
17650;1;2018-09-25 15:00:00;0.0000
17651;2;2018-09-25 16:00:00;0.0035
17652;2;2018-09-25 17:00:00;0.0060
17653;2;2018-09-25 18:00:00;0.0065
17654;2;2018-09-25 19:00:00;0.0320
17655;1;2018-09-25 16:00:00;0.0000
17656;1;2018-09-25 17:00:00;0.0000
17657;1;2018-09-25 18:00:00;0.0000
17658;1;2018-09-25 19:00:00;0.0000
17659;2;2018-09-25 20:00:00;0.0040
17660;1;2018-09-25 20:00:00;0.0000
17661;2;2018-09-25 21:00:00;0.0075
17662;2;2018-09-25 22:00:00;0.0005
17663;2;2018-09-25 23:00:00;0.0000
17664;2;2018-09-26 00:00:00;0.0000
17665;2;2018-09-26 01:00:00;0.0000
17666;2;2018-09-26 02:00:00;0.0000
17667;2;2018-09-26 03:00:00;0.0000
17668;1;2018-09-25 21:00:00;0.0000
17669;1;2018-09-25 22:00:00;0.0000
17670;1;2018-09-25 23:00:00;0.0000
17671;1;2018-09-26 00:00:00;0.0000
17672;1;2018-09-26 01:00:00;0.0000
17673;1;2018-09-26 02:00:00;0.0000
17674;1;2018-09-26 03:00:00;0.0000
17675;2;2018-09-26 04:00:00;0.0020
17676;2;2018-09-26 05:00:00;0.0000
17677;2;2018-09-26 06:00:00;0.0115
17678;2;2018-09-26 07:00:00;0.0015
17679;2;2018-09-26 08:00:00;0.0015
17680;2;2018-09-26 09:00:00;0.0000
17681;1;2018-09-26 04:00:00;0.0000
17682;1;2018-09-26 05:00:00;0.0000
17683;1;2018-09-26 06:00:00;0.0000
17684;1;2018-09-26 07:00:00;0.0000
17685;1;2018-09-26 08:00:00;0.0000
17686;1;2018-09-26 09:00:00;0.0000
17687;2;2018-09-26 10:00:00;0.0000
17688;2;2018-09-26 11:00:00;0.0030
17689;2;2018-09-26 12:00:00;0.0075
17690;2;2018-09-26 13:00:00;0.0035
17691;2;2018-09-26 14:00:00;0.0010
17692;2;2018-09-26 15:00:00;0.0030
17693;2;2018-09-26 16:00:00;0.0020
17694;2;2018-09-26 17:00:00;0.0035
17695;2;2018-09-26 18:00:00;0.0200
17696;2;2018-09-26 19:00:00;0.0000
17697;2;2018-09-26 20:00:00;0.0070
17698;1;2018-09-26 10:00:00;0.0005
17699;1;2018-09-26 11:00:00;0.0010
17700;1;2018-09-26 12:00:00;0.0000
17701;1;2018-09-26 13:00:00;0.0000
17702;1;2018-09-26 14:00:00;0.0000
17703;1;2018-09-26 15:00:00;0.0000
17704;1;2018-09-26 16:00:00;0.0000
17705;1;2018-09-26 17:00:00;0.0000
17706;1;2018-09-26 18:00:00;0.0000
17707;1;2018-09-26 19:00:00;0.0000
17708;1;2018-09-26 20:00:00;0.0000
17709;2;2018-09-26 21:00:00;0.0035
17710;1;2018-09-26 21:00:00;0.0000
17711;2;2018-09-26 22:00:00;0.0000
17712;1;2018-09-26 22:00:00;0.0000
17713;2;2018-09-26 23:00:00;0.0000
17714;2;2018-09-27 00:00:00;0.0020
17715;2;2018-09-27 01:00:00;0.0000
17716;2;2018-09-27 02:00:00;0.0000
17717;2;2018-09-27 03:00:00;0.0000
17718;2;2018-09-27 04:00:00;0.0000
17719;1;2018-09-26 23:00:00;0.0000
17720;1;2018-09-27 00:00:00;0.0000
17721;1;2018-09-27 01:00:00;0.0000
17722;1;2018-09-27 02:00:00;0.0000
17723;1;2018-09-27 03:00:00;0.0000
17724;1;2018-09-27 04:00:00;0.0000
17725;2;2018-09-27 05:00:00;0.0000
17726;2;2018-09-27 06:00:00;0.0105
17727;2;2018-09-27 07:00:00;0.0025
17728;2;2018-09-27 08:00:00;0.0115
17729;2;2018-09-27 09:00:00;0.0145
17730;2;2018-09-27 10:00:00;0.0150
17731;2;2018-09-27 11:00:00;0.0170
17732;2;2018-09-27 12:00:00;0.0080
17733;2;2018-09-27 13:00:00;0.0285
17734;1;2018-09-27 05:00:00;0.0000
17735;1;2018-09-27 06:00:00;0.0000
17736;1;2018-09-27 07:00:00;0.0000
17737;1;2018-09-27 08:00:00;0.0000
17738;1;2018-09-27 09:00:00;0.0000
17739;1;2018-09-27 10:00:00;0.0000
17740;1;2018-09-27 11:00:00;0.0000
17741;1;2018-09-27 12:00:00;0.0000
17742;1;2018-09-27 13:00:00;0.0000
17743;2;2018-09-27 14:00:00;0.0390
17744;2;2018-09-27 15:00:00;0.0375
17745;2;2018-09-27 16:00:00;0.0250
17746;2;2018-09-27 17:00:00;0.0020
17747;2;2018-09-27 18:00:00;0.0260
17748;2;2018-09-27 19:00:00;0.0000
17749;1;2018-09-27 14:00:00;0.0000
17750;1;2018-09-27 15:00:00;0.0000
17751;1;2018-09-27 16:00:00;0.0000
17752;1;2018-09-27 17:00:00;0.0000
17753;1;2018-09-27 18:00:00;0.0000
17754;1;2018-09-27 19:00:00;0.0000
17755;2;2018-09-27 20:00:00;0.0150
17756;1;2018-09-27 20:00:00;0.0000
17757;2;2018-09-27 21:00:00;0.0000
17758;2;2018-09-27 22:00:00;0.0000
17759;2;2018-09-27 23:00:00;0.0005
17760;1;2018-09-27 21:00:00;0.0000
17761;1;2018-09-27 22:00:00;0.0000
17762;1;2018-09-27 23:00:00;0.0000
17763;2;2018-09-28 00:00:00;0.0000
17764;2;2018-09-28 01:00:00;0.0000
17765;2;2018-09-28 02:00:00;0.0000
17766;2;2018-09-28 03:00:00;0.0000
17767;1;2018-09-28 00:00:00;0.0000
17768;1;2018-09-28 01:00:00;0.0000
17769;1;2018-09-28 02:00:00;0.0000
17770;1;2018-09-28 03:00:00;0.0000
17771;2;2018-09-28 04:00:00;0.0000
17772;1;2018-09-28 04:00:00;0.0000
17773;2;2018-09-28 05:00:00;0.0175
17774;1;2018-09-28 05:00:00;0.0000
17775;2;2018-09-28 06:00:00;0.0000
17776;2;2018-09-28 07:00:00;0.0200
17777;2;2018-09-28 08:00:00;0.0050
17778;2;2018-09-28 09:00:00;0.0075
17779;2;2018-09-28 10:00:00;0.0220
17780;2;2018-09-28 11:00:00;0.0075
17781;2;2018-09-28 12:00:00;0.0115
17782;2;2018-09-28 13:00:00;0.0115
17783;2;2018-09-28 14:00:00;0.0260
17784;2;2018-09-28 15:00:00;0.0250
17785;2;2018-09-28 16:00:00;0.0500
17786;1;2018-09-28 06:00:00;0.0000
17787;1;2018-09-28 07:00:00;0.0000
17788;1;2018-09-28 08:00:00;0.0000
17789;1;2018-09-28 09:00:00;0.0000
17790;1;2018-09-28 10:00:00;0.0000
17791;1;2018-09-28 11:00:00;0.0000
17792;1;2018-09-28 12:00:00;0.0000
17793;1;2018-09-28 13:00:00;0.0000
17794;1;2018-09-28 14:00:00;0.0000
17795;1;2018-09-28 15:00:00;0.0000
17796;1;2018-09-28 16:00:00;0.0000
17797;2;2018-09-28 17:00:00;0.0095
17798;2;2018-09-28 18:00:00;0.0055
17799;2;2018-09-28 19:00:00;0.0210
17800;2;2018-09-28 20:00:00;0.0135
17801;2;2018-09-28 21:00:00;0.0000
17802;1;2018-09-28 17:00:00;0.0000
17803;1;2018-09-28 18:00:00;0.0000
17804;1;2018-09-28 19:00:00;0.0000
17805;1;2018-09-28 20:00:00;0.0000
17806;1;2018-09-28 21:00:00;0.0000
17807;2;2018-09-28 22:00:00;0.0025
17808;1;2018-09-28 22:00:00;0.0000
17809;2;2018-09-28 23:00:00;0.0000
17810;2;2018-09-29 00:00:00;0.0000
17811;2;2018-09-29 01:00:00;0.0000
17812;1;2018-09-28 23:00:00;0.0000
17813;1;2018-09-29 00:00:00;0.0000
17814;1;2018-09-29 01:00:00;0.0000
17815;2;2018-09-29 02:00:00;0.0000
17816;2;2018-09-29 03:00:00;0.0000
17817;2;2018-09-29 04:00:00;0.0000
17818;2;2018-09-29 05:00:00;0.0020
17819;1;2018-09-29 02:00:00;0.0000
17820;1;2018-09-29 03:00:00;0.0000
17821;1;2018-09-29 04:00:00;0.0000
17822;1;2018-09-29 05:00:00;0.0000
17823;2;2018-09-29 06:00:00;0.0055
17824;1;2018-09-29 06:00:00;0.0000
17825;2;2018-09-29 07:00:00;0.0055
17826;1;2018-09-29 07:00:00;0.0000
17827;2;2018-09-29 08:00:00;0.0390
17828;2;2018-09-29 09:00:00;0.0035
17829;2;2018-09-29 10:00:00;0.1040
17830;2;2018-09-29 11:00:00;0.0825
17831;2;2018-09-29 12:00:00;0.0155
17832;2;2018-09-29 13:00:00;0.0290
17833;2;2018-09-29 14:00:00;0.0590
17834;2;2018-09-29 15:00:00;0.0000
17835;2;2018-09-29 16:00:00;0.0165
17836;2;2018-09-29 17:00:00;0.0085
17837;1;2018-09-29 08:00:00;0.0000
17838;1;2018-09-29 09:00:00;0.0000
17839;1;2018-09-29 10:00:00;0.0000
17840;1;2018-09-29 11:00:00;0.0000
17841;1;2018-09-29 12:00:00;0.0000
17842;1;2018-09-29 13:00:00;0.0000
17843;1;2018-09-29 14:00:00;0.0000
17844;1;2018-09-29 15:00:00;0.0000
17845;1;2018-09-29 16:00:00;0.0000
17846;1;2018-09-29 17:00:00;0.0000
17847;2;2018-09-29 18:00:00;0.0230
17848;2;2018-09-29 19:00:00;0.0085
17849;2;2018-09-29 20:00:00;0.0030
17850;2;2018-09-29 21:00:00;0.0080
17851;1;2018-09-29 18:00:00;0.0000
17852;1;2018-09-29 19:00:00;0.0000
17853;1;2018-09-29 20:00:00;0.0000
17854;1;2018-09-29 21:00:00;0.0000
17855;2;2018-09-29 22:00:00;0.0100
17856;2;2018-09-29 23:00:00;0.0000
17857;2;2018-09-30 00:00:00;0.0025
17858;2;2018-09-30 01:00:00;0.0000
17859;1;2018-09-29 22:00:00;0.0000
17860;1;2018-09-29 23:00:00;0.0000
17861;1;2018-09-30 00:00:00;0.0000
17862;1;2018-09-30 01:00:00;0.0000
17863;2;2018-09-30 02:00:00;0.0000
17864;1;2018-09-30 02:00:00;0.0000
17865;2;2018-09-30 03:00:00;0.0000
17866;2;2018-09-30 04:00:00;0.0000
17867;2;2018-09-30 05:00:00;0.0000
17868;2;2018-09-30 06:00:00;0.0090
17869;2;2018-09-30 07:00:00;0.0180
17870;2;2018-09-30 08:00:00;0.0315
17871;2;2018-09-30 09:00:00;0.0165
17872;2;2018-09-30 10:00:00;0.0075
17873;1;2018-09-30 03:00:00;0.0000
17874;1;2018-09-30 04:00:00;0.0000
17875;1;2018-09-30 05:00:00;0.0000
17876;1;2018-09-30 06:00:00;0.0000
17877;1;2018-09-30 07:00:00;0.0000
17878;1;2018-09-30 08:00:00;0.0000
17879;1;2018-09-30 09:00:00;0.0000
17880;1;2018-09-30 10:00:00;0.0000
